accession_num|name|date|url|img_urls
AKM461|Landscape with villagers, travellers, and animals|ca. 1800|https://www.agakhanmuseum.org/collection/artifact/landscape-with-villagers-travellers-and-animals|https://www.agakhanmuseum.org/dataset-images/9ojcqfcikcn-bc80f78c-6d3a-4c56-b40d-5d1fdc799d93/AKM00461_1_HERO.jpg
AKM272.f97r|Mahmud of Ghazna and the fallen idol in the temple, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f97r|https://www.agakhanmuseum.org/dataset-images/8w1c7foh7jn-2d6782d2-d6da-4df4-8c8c-4ef401cf295e/AKM272.f97r_2019_HERO.jpg
AKM272.f8v|Avicenna observes a healer, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f8v|https://www.agakhanmuseum.org/dataset-images/8w16n7hz7mr-7fbf9c13-dd28-43c7-ab1d-7ae3f37c434e/AKM272.f8v_2019_HERO.jpg
AKM272.f84v|The Pavilion and the court of Uljaitus Palace, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f84v|https://www.agakhanmuseum.org/dataset-images/8w102gdm9a7-b77a7a16-8ee0-425b-9713-232279135feb/AKM272.f84v_2019_HERO.jpg
AKM272.f76v|The ʿAbbasid bride of the Caliph Muqtadi, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f76v|https://www.agakhanmuseum.org/dataset-images/8w0tcwpb41v-5cd0b431-faff-4eac-aa2e-5bf5d61448bf/AKM272.f76v_2019_HERO.jpg
AKM272.f69v|Revenge on Caliph Muqtadir, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f69v|https://www.agakhanmuseum.org/dataset-images/8w0o19hd4ur-32ec6a07-5668-4549-9b9e-e7bb708d3984/AKM272.f69v_2019_HERO.jpg
AKM272.f62r|Mutawakkil at the banks of the Tigris, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f62r|https://www.agakhanmuseum.org/dataset-images/8w0gzttgygf-dbabf6b9-19fa-43cc-85e6-547c502a0a36/AKM272.f62r_2019_HERO.jpg
AKM272.f52v|The victory of Maʿmun over Amin, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f52v|https://www.agakhanmuseum.org/dataset-images/8w0a5h3a98n-5accf95b-dd75-4e19-9306-3c36f0ab8ea7/AKM272.f52v_2019_HERO.jpg
AKM272.f46v|Razi playing a trick to cure the Samanid King, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f46v|https://www.agakhanmuseum.org/dataset-images/8w03orloc27-2e600722-fc1c-4634-b74d-82c320e4cca2/AKM272.f46v_2019_HERO.jpg
AKM272.f37v|In the Palace of the ‘Abbasid Caliph, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f37v|https://www.agakhanmuseum.org/dataset-images/8vz8l8gm8iz-6062d4d0-a693-47a1-ab3e-80aaf6e02c01/AKM272.f37v_2019_HERO.jpg
AKM272.f31r|Pilgrims at the Kaaba, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f31r|https://www.agakhanmuseum.org/dataset-images/8vyz0k40vp7-126155a7-b264-4dd2-ba11-5a582dd239c4/AKM272.f31r_2019_HERO.jpg
AKM272.f317r|Colophon of the manuscript of Kitab-i Nigaristan,  from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f317r|https://www.agakhanmuseum.org/dataset-images/8vy09tkrr7n-17394e58-f1d1-43eb-a921-c908807ceb3b/AKM272.f317r_2019_HERO.jpg
AKM272.f309v|Punishment for the death of a snake, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f309v|https://www.agakhanmuseum.org/dataset-images/8vxr3nrq2nr-3e22da6b-040d-4b20-bb71-9eaa9d26b149/AKM272.f309v_2019_HERO.jpg
AKM272.f292r|Prisoners and messengers before the ruler of Khutalan, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f292r|https://www.agakhanmuseum.org/dataset-images/8vwkyozv42j-fceb2a69-8b03-4c07-893f-992415255bf4/AKM272.f292.r_2019_HERO.jpg
AKM272.f287r|Timur in his splendid tent, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f287r|https://www.agakhanmuseum.org/dataset-images/8vw1sc6xf9f-99a19733-a499-4dc8-8bdb-c5544eac073a/AKM272.f287r_2019_HERO.jpg
AKM272.f284v|Timur consulting before his campaign to Anatolia, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f284v|https://www.agakhanmuseum.org/dataset-images/8vvt0lzdgub-f8b7ae6b-44fa-4da9-99b2-10543e502660/AKM272.f284v_2019_HERO.jpg
AKM272.f276r|Timur and his army, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f276r|https://www.agakhanmuseum.org/dataset-images/8vvjrr7pb27-8ce10758-cb17-4911-b1cf-fc14a265c72d/AKM272.f276r_2019_HERO.jpg
AKM272.f265v|A court scene, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f265v|https://www.agakhanmuseum.org/dataset-images/8vv6955btev-f83ac693-2854-4ac5-b71c-499c137b3be7/AKM272.f265v_2019_HERO.jpg
AKM272.f258r|A battle between Timur and Muzaffaradins, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f258r|https://www.agakhanmuseum.org/dataset-images/8vuwsnlb27r-b351d531-d2fe-4018-8e17-3d036b76ac76/AKM272.f258r_2019_HERO.jpg
AKM272.f255r|Two troops on the move, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f255r|https://www.agakhanmuseum.org/dataset-images/8vupcrj585z-7f1e75d1-806a-40a2-b04c-b9af976836bf/AKM272.f255r_2019_HERO.jpg
AKM272.f252v|Attack of the sons of Mubariz al-Din on their father, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f252v|https://www.agakhanmuseum.org/dataset-images/8vugx8qxxdj-8dee7d2c-8ab2-4c08-9423-099537a8991c/AKM272.f252v_2019_HERO.jpg
AKM272.f245r|A touching sermon, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f245r|https://www.agakhanmuseum.org/dataset-images/8vu2kkezt6z-658b8955-12a1-4411-8233-219ba3468939/AKM272.f245r_2019_HERO.jpg
AKM272.f235v|A woman has given birth to a two headed child, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f235v|https://www.agakhanmuseum.org/dataset-images/8vt5r7natpb-778b12b2-dfff-4161-9aa7-7c1229807885/AKM272.f235v_2019_HERO.jpg
AKM272.f234v|Courtiers marvel at a grey man and a two-legged bull, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f234v|https://www.agakhanmuseum.org/dataset-images/8vspw0tqw63-20a6117e-5ca4-48d2-a393-214700a7d030/AKM272.f234v_2019_HERO.jpg
AKM272.f234r|Courtiers marvel at two conjoint twins, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f234r|https://www.agakhanmuseum.org/dataset-images/8vsmpiadhl7-f93299dd-d405-4400-a64d-1cb9c1350a6e/AKM272.f234r_2019_HERO.jpg
AKM272.f229v|In the Court of Abu Saʿid, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f229v|https://www.agakhanmuseum.org/dataset-images/8vsgyp6ufar-5ebe3e3c-1fcf-483a-9da2-377ffc552721/AKM272.f229v_2019_HERO.jpg
AKM272.f221v|A Test before the Marriage, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f221v|https://www.agakhanmuseum.org/dataset-images/8vs7e79qot7-0dd18912-cf40-45b0-836f-94dd6e324587/AKM272.f221v_2019_HERO.jpg
AKM272.f218v|War between the Mongol ruler Abaqa and Buraq, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f218v|https://www.agakhanmuseum.org/dataset-images/8vs3fbescw3-d967462f-cfb0-4427-becf-2654215af4d7/AKM272.f218v_2019_HERO.jpg
AKM272.f217v|A warning incident (Courtiers marvel at a monstrous two-headed horse), Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f217v|https://www.agakhanmuseum.org/dataset-images/8vrrjxyj5nj-0240d0ab-54be-4b6f-a114-633bd407919c/AKM272.f217v_2019_HERO.jpg
AKM272.f206v|Hanging a man as a warning, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f206v|https://www.agakhanmuseum.org/dataset-images/8vrkqo8oh9b-632dce8a-5ac7-4bef-b1f4-6d5b5a98593b/AKM272.f206v_2019_HERO.jpg
AKM272.f195r|The ruler seeking help in a mosque, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f195r|https://www.agakhanmuseum.org/dataset-images/8vqpmk50h1f-c1a607ed-9e98-4256-bb11-162469498a07/AKM272.f195r_2019_HERO.jpg
AKM272.f187r|Escaping the Mongols, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f187r|https://www.agakhanmuseum.org/dataset-images/8vqi7zqv3jb-e0fb4dfe-91f2-41a9-a152-a8fa9ec92e8a/AKM272.f187r_2019_HERO.jpg
AKM272.f181v|Muhammad ibn ʿAbdallah ibn Tumart is proclaimed Mahdi, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f181v|https://www.agakhanmuseum.org/dataset-images/8vqak2pweur-bd880bc6-1351-47db-a649-add0235a612c/AKM272.f181v_2019_HERO.jpg
AKM272.f16r|Miraculous Healing, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f16r|https://www.agakhanmuseum.org/dataset-images/8vq1j57py13-654eee09-2de9-46b2-8223-b120feb2ec14/AKM272.f16r_2019_HERO.jpg
AKM272.f168v|Khwaja Humam from Tabriz and Shirazi Sheikh in the bath, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f168v|https://www.agakhanmuseum.org/dataset-images/8vpon94eepn-fbdcc3ed-3bc3-4d8a-a0d3-e89a6314e699/AKM272.f168v_2019_HERO.jpg
AKM272.f164v|A duel between Kaykavus and a Farangi person, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f164v|https://www.agakhanmuseum.org/dataset-images/8vpfk0jxdzb-75018051-e9fd-4a8e-9e32-b92c5aada6de/AKM272.f164v_2019_HERO.jpg
AKM272.f157r|Alexander mourns the death of the Persian king, Darius III, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f157r|https://www.agakhanmuseum.org/dataset-images/8vp70d34ouf-3f006b65-0eae-42f3-aaa3-af8eb59780df/AKM272.f157r_2019_HERO.jpg
AKM272.f150v|A lion attacking the robber and rescuing a traveler, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f150v|https://www.agakhanmuseum.org/dataset-images/8vp1y0m6eln-5b6f4d09-e5f7-40c5-9054-039e5c891b49/AKM272.f150v_2019_HERO.jpg
AKM272.f147r|The ruler of Khwarazm telling about his dream to Sultan Sanjar, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f147r|https://www.agakhanmuseum.org/dataset-images/8vonmdn2lxf-841ce85f-1f1f-45be-bfee-3c6031def569/AKM272.f147r_2019_HERO.jpg
AKM272.f142r|Turkish Sultan mourning for his wife, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f142r|https://www.agakhanmuseum.org/dataset-images/8vohqvobmyr-eefd4042-077a-4909-81cc-72089c0cacbc/AKM272.f142r_2019_HERO.jpg
AKM272.f130v|At the court of Mahmud of Gazni, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f130v|https://www.agakhanmuseum.org/dataset-images/8vobg86vkrn-e9609ff6-843f-4881-9832-49ebb96c8aa7/AKM272.f130v_2019_HERO.jpg
AKM272.f124r|The hunting Sultan, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/the-hunting-sultan-folio-from-a-manuscript-of-nigaristan|https://www.agakhanmuseum.org/dataset-images/8vo05yx9jij-4470e876-7ac2-44ec-a391-c6449ad2a393/AKM272.f124r_2019_HERO.jpg
AKM272.f120r|The Iranian army attacks the superior forces of the Turks, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f120r|https://www.agakhanmuseum.org/dataset-images/8vnrzat0qin-4e04fecd-db9a-403e-b487-3bc26ed1f0ce/AKM272.f120r_2019_HERO.jpg
AKM272.f110r|Banquet at King Ghiyath al-Din’s Palace, Folio from a manuscript of Nigaristan|1573-74 CE/980 AH/AH 980|https://www.agakhanmuseum.org/collection/artifact/akm272.f110r|https://www.agakhanmuseum.org/dataset-images/8vncrj640i7-6808370d-f45c-4008-903f-4b9c766f7857/AKM272.f110r_2019_HERO.jpg
AKM733|Portrait of an Ottoman Dignitary|ca. 1610|https://www.agakhanmuseum.org/collection/artifact/portrait-of-an-ottoman-dignitary|https://www.agakhanmuseum.org/dataset-images/6nk3m4pofhb-ec2277f8-2353-4428-b9aa-608caff20558/AKM733_2013_HERO1.jpg
AKM608|Tankard|13th Century|https://www.agakhanmuseum.org/collection/artifact/akm608|https://www.agakhanmuseum.org/dataset-images/9i5d3e2b97n-8b008cea-8086-45ab-ad60-f42fbd031b5e/AKM608_2013_HERO.jpg
AKM880|Dish|1575-1580|https://www.agakhanmuseum.org/collection/artifact/dish-akm880|https://www.agakhanmuseum.org/dataset-images/70tl942tyqz-1ebac29e-0788-4f20-b300-1deed8a76ee9/AKM880_2013_HERO.jpg
AKM875|Tile|1560-1565|https://www.agakhanmuseum.org/collection/artifact/tile-akm875|https://www.agakhanmuseum.org/dataset-images/70tjd76zmeb-fbde7437-1ab7-4273-9e0d-5f59255f053a/AKM875_2015_HERO.jpg
AKM873|Jug with Pattern of Serrated Leaves and Fish-Scales|1550-1575|https://www.agakhanmuseum.org/collection/artifact/jug-with-pattern-of-serrated-leaves-and-fish-scales-akm873|https://www.agakhanmuseum.org/dataset-images/70thidyvg2f-4108301d-a009-4df2-bc1f-8e18a5bbe876/AKM873_2015_HERO.jpg
AKM867|Dish with Paired Tulips|second half of 16th Century|https://www.agakhanmuseum.org/collection/artifact/dish-with-paired-tulips-akm867|https://www.agakhanmuseum.org/dataset-images/70tg1ehy9eb-dab17e86-dd5d-4d7f-b203-f7655f2e76b6/AKM867_2013_HERO.jpg
AKM866|Dish with Roses, Carnations and Tulips|second half of 16th Century|https://www.agakhanmuseum.org/collection/artifact/dish-with-roses-carnations-and-tulips-akm866|https://www.agakhanmuseum.org/dataset-images/70te9lmwluz-61eb663d-30d8-41cf-a4c8-54869d08cc2c/AKM866_2013_HERO.jpg
AKM849|Dish with floral design|17th century|https://www.agakhanmuseum.org/collection/artifact/dish-with-floral-design-akm849|https://www.agakhanmuseum.org/dataset-images/70tcnn7maur-2b2d1014-2c60-44af-8f15-b102ea2aec2f/AKM849_2013_HERO.jpg
AKM811|Dish with Blue Lion and Tulips|ca. 1560|https://www.agakhanmuseum.org/collection/artifact/dish-with-blue-lion-and-tulips-akm811|https://www.agakhanmuseum.org/dataset-images/70tb36rkr1f-fdbf0ed0-42b8-4f06-bb9e-31d1b00def09/AKM811.top_2015_HERO1.jpg
AKM805|Jug with Decoration of Serrated Leaves and Cypress Trees|1560-1570|https://www.agakhanmuseum.org/collection/artifact/jug-with-decoration-of-serrated-leaves-and-cypress-trees-akm805|https://www.agakhanmuseum.org/dataset-images/70t9hzzfl7f-0fd7cb26-84ce-4d97-adfc-8e02fdd0d66b/AKM805_2014_HERO.jpg
AKM803|Pitcher with Blue-and-White Decoration|17th century|https://www.agakhanmuseum.org/collection/artifact/pitcher-with-blue-and-white-decoration-akm803|https://www.agakhanmuseum.org/dataset-images/70t7zwi1b57-96aa800f-cefb-49d4-80e0-94f7ab926ea2/AKM803_2015_HERO.jpg
AKM802|Pitcher with Lustre-Painted Peacocks|17th century|https://www.agakhanmuseum.org/collection/artifact/pitcher-with-lustre-painted-peacocks-akm802|https://www.agakhanmuseum.org/dataset-images/70t6b5u37b7-492c68e0-5179-4bf0-9111-ae1ff4f2a756/AKM802_2015_HERO.jpg
AKM863|Medicine Jar (Albarello)|15th century|https://www.agakhanmuseum.org/collection/artifact/medicine-jar-albarello-akm863|https://www.agakhanmuseum.org/dataset-images/70o234fvtnz-2d91921c-22f1-49d5-8c0c-096695d62fe8/AKM863_2015_HERO.jpg
AKM839|Black-and-White Bowl with Arabic Inscription|10th century|https://www.agakhanmuseum.org/collection/artifact/black-and-white-bowl-with-arabic-inscription-akm839|https://www.agakhanmuseum.org/dataset-images/70nzr6guhmz-0ab035a8-7581-4385-8c16-f1d2edeb7a68/AKM839.4_2015_HERO1.jpg
AKM800|Bottle with Moulded Brown and Blue Stripes|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/bottle-with-moulded-brown-and-blue-stripes-akm800|https://www.agakhanmuseum.org/dataset-images/70ntraiwtfz-1d3298de-7da5-4249-bfc0-afe526bd8e14/AKM800_2015_HERO1.jpg
AKM799|Cobalt Blue Bottle with Gilded Decoration|late 13th century|https://www.agakhanmuseum.org/collection/artifact/cobalt-blue-bottle-with-gilded-decoration-akm799|https://www.agakhanmuseum.org/dataset-images/70nry5oqaf3-51b4fc4e-8adb-4221-ab93-9da6eff3a081/AKM799_2014_HERO.jpg
AKM793|Animal-Shaped Pitcher (Aquamanile)|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/animal-shaped-pitcher-aquamanile-akm793|https://www.agakhanmuseum.org/dataset-images/70nnk90n3sj-01f3faa5-16e2-4e2a-af5b-adbb216ffa80/AKM793.4_2015_HERO2.jpg
AKM777|Bowl with Flaring Rim and Moulded Decoration|13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-flaring-rim-and-moulded-decoration-akm777|https://www.agakhanmuseum.org/dataset-images/70n9wyuw2mj-1f57d38f-3a33-466c-8b5e-3801482e4725/AKM777.2_2015_HERO.jpg
AKM776|Three-Handled Pot|early 13th century|https://www.agakhanmuseum.org/collection/artifact/three-handled-pot-akm776|https://www.agakhanmuseum.org/dataset-images/70n82jo0lx3-910f40ce-886f-4b9f-ba14-5e74827cef9f/AKM776_2015_HERO1.jpg
AKM775|Bowl with Golden Calligraphy|12th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-golden-calligraphy-akm775|https://www.agakhanmuseum.org/dataset-images/70n67814glb-90377ef2-ec72-4de0-ac3b-5f8294a45e1c/AKM775_2014_HERO.jpg
AKM766|Cockerel-Headed Ewer|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/cockerel-headed-ewer-akm766|https://www.agakhanmuseum.org/dataset-images/70mhtgr5vhr-fbbe499c-8218-442d-8a42-e1a36dc96626/AKM766.1_2015_HERO1.jpg
AKM738|Dish with Geometric and Floral Decoration on a Blue Ground|1550-1575|https://www.agakhanmuseum.org/collection/artifact/dish-with-geometric-and-floral-decoration-on-a-blue-ground-akm738|https://www.agakhanmuseum.org/dataset-images/70m45yiuay7-218e3df4-ea09-40ca-884b-1c7ae1a5e6e3/AKM738.5_2015_HERO.jpg
AKM645|Hanging Lamp|10th to 12th Century|https://www.agakhanmuseum.org/collection/artifact/hanging-lamp-akm645|https://www.agakhanmuseum.org/dataset-images/6z5afofxj6n-ed4ccf3f-f099-4471-ba52-a66e852ba589/00645_1_HERO.jpg
AKM844|Bowl with Abstract Peacock Motif|mid-10th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-abstract-peacock-motif-akm844|https://www.agakhanmuseum.org/dataset-images/6twxjyva1ij-83dc2a9b-96a8-41ee-a585-9cd7cf671ae4/AKM844_2013_HERO.jpg
AKM757|Green Bowl with a Design of Incised Birds|11th to 12th century|https://www.agakhanmuseum.org/collection/artifact/green-bowl-with-a-design-of-incised-birds-akm757|https://www.agakhanmuseum.org/dataset-images/6tw864lk9aj-eeca8928-b4e4-4520-92f0-ea5aa69a5dc6/AKM757.3_2015_HERO.jpg
AKM754|Bowl with an Antelope|9th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-an-antelope-akm754|https://www.agakhanmuseum.org/dataset-images/6tvzkbos3wf-80b7799b-3bde-4304-8f42-2927b0e3b214/AKM754.4_2015_HERO1.jpg
AKM750|Bowl with an Ibex|10th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-an-ibex-akm750|https://www.agakhanmuseum.org/dataset-images/6tvtcanxy7z-3f005ef0-3542-44f6-ad55-a53f30728ca1/AKM750_D_2014_HERO.jpg
AKM748|Bowl with Inscriptions on a Stippled Ground|10th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-inscriptions-on-a-stippled-ground-akm748|https://www.agakhanmuseum.org/dataset-images/6tvplmazh2r-3d9a4f85-6813-4d2a-a0c3-08a81caa1f71/AKM748_D2014_HERO.jpg
AKM747|Imitation Lustre-Bowl with a Bird|10th century|https://www.agakhanmuseum.org/collection/artifact/imitation-lustre-bowl-with-a-bird-akm747|https://www.agakhanmuseum.org/dataset-images/6tvnbe056fv-73eec312-7d54-4e26-8d98-e5d97e377292/AKM747.3_2015_HERO.jpg
AKM745|Bowl with Decoration under a Yellowish Glaze|late 10th to early 11th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-decoration-under-a-yellowish-glaze-akm745|https://www.agakhanmuseum.org/dataset-images/6tvia85xbd7-56914af2-0c4c-4cb3-a3ee-605f3499ee66/AKM745.2_2015_HERO1.jpg
AKM743|Black-and-White Bowl with Bird and Psuedo-Calligraphic Band|9th to 10th century|https://www.agakhanmuseum.org/collection/artifact/black-and-white-bowl-with-bird-and-psuedo-calligraphic-band-akm743|https://www.agakhanmuseum.org/dataset-images/6tvfprjan83-8675f388-5d95-4bd4-883f-6659859110ff/AKM743.4_2015_HERO1.jpg
AKM742|Dish with Palmettes Encircling a Central Calligraphic Motif|10th century|https://www.agakhanmuseum.org/collection/artifact/dish-with-palmettes-encircling-a-central-calligraphic-motif-akm742|https://www.agakhanmuseum.org/dataset-images/6tvdisvyx6b-0834b1f4-06e0-4e9a-87f2-1930cf852d22/AKM742.4_2015_HERO1.jpg
AKM739|Dish with Seven Sections, possibly for the Haft-Sin|late 12th to early 13th century|https://www.agakhanmuseum.org/collection/artifact/dish-with-seven-sections-possibly-for-the-haft-sin-akm739|https://www.agakhanmuseum.org/dataset-images/70mkrif9gub-da2c52bf-8971-462d-826b-055a49627033/AKM739.2_2015_HeroCopy.jpg
AKM695|Multicolored Bowl with a Bird|10th to 11th century|https://www.agakhanmuseum.org/collection/artifact/multicolored-bowl-with-a-bird-akm695|https://www.agakhanmuseum.org/dataset-images/6tv4sepe0af-e777584b-cdcc-489d-a2a6-0ac2534c194c/AKM695.4_2015_HERO1.jpg
AKM686|Dish with Carnation Plants|1550-1575|https://www.agakhanmuseum.org/collection/artifact/dish-with-carnation-plants-akm686|https://www.agakhanmuseum.org/dataset-images/6tv2vgspe5v-c91714dc-4490-42e3-a50c-ec77b1584168/AKM686_2014_HERO.jpg
AKM685|Dish with Serrated Leaf and Carnations|1550-1575|https://www.agakhanmuseum.org/collection/artifact/dish-with-serrated-leaf-and-carnations-akm685|https://www.agakhanmuseum.org/dataset-images/6tv0ykf33yv-cc0777f2-4759-41e9-88be-ec1c383fefc2/AKM685_2014_HERO.jpg
AKM586|Dish with Five-Petalled Flower|17th century|https://www.agakhanmuseum.org/collection/artifact/dish-with-five-petalled-flower-akm586|https://www.agakhanmuseum.org/dataset-images/6tuvhstu013-00a95491-51de-4eba-a402-700dca20b171/AKM00586_HERO.jpg
AKM562|Turquoise Bowl with Waterweed Motif|13th century|https://www.agakhanmuseum.org/collection/artifact/turquoise-bowl-with-waterweed-motif-akm562|https://www.agakhanmuseum.org/dataset-images/70m036iql2f-c098e37a-aa98-4df4-8d11-457d8138385a/AKM562_2013_HERO.jpg
AKM560|Multi-Patterened Bottle|early 13th century|https://www.agakhanmuseum.org/collection/artifact/multi-patterened-bottle-akm560|https://www.agakhanmuseum.org/dataset-images/6tulqad8ftv-5d3f71ed-a66d-4cbb-b977-fe02531b7ad7/AKM560.1_2015_HERO.jpg
AKM553|Bowl with Moulded Calligraphic Decoration|mid-12th to 13th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-moulded-calligraphic-decoration-akm553|https://www.agakhanmuseum.org/dataset-images/70ly17jehtj-66d4201e-0cea-4695-a33d-e71fad875e0c/AKM553.1_2015_HERO1.jpg
AKM542|Bowl with Four Palmettes|late 10th to early 11th century|https://www.agakhanmuseum.org/collection/artifact/bowl-with-four-palmettes-akm542|https://www.agakhanmuseum.org/dataset-images/6tufyyd6h2f-a6bf5695-e164-4e7e-9874-e34475ffb615/AKM00542_HERO.jpg
AKM913|Vase (Alfabeguer)|12th-13th century|https://www.agakhanmuseum.org/collection/artifact/vase-alfabeguer-akm913|https://www.agakhanmuseum.org/dataset-images/657s74z9ikf-41d51120-0e27-42e4-a8df-611627d6b91b/AKM913_HERO.jpg
AKM605|Inkwell|12th-13th century|https://www.agakhanmuseum.org/collection/artifact/inkwell-akm605|https://www.agakhanmuseum.org/dataset-images/657mxajicjr-2f89939c-29e7-4faf-92a2-4d41c907ea62/AKM605_2013_HERO.jpg
AKM593|Lampstand|10th century|https://www.agakhanmuseum.org/collection/artifact/lampstand-akm593|https://www.agakhanmuseum.org/dataset-images/657ff3a2whf-41a3609d-3231-4c1b-969c-ebd0607418af/AKM00593_A_HERO.jpg
AKM206|The Son Who Mourned His Father|ca. 1620|https://www.agakhanmuseum.org/collection/artifact/the-son-who-mourned-his-father-akm206|https://www.agakhanmuseum.org/dataset-images/656xgjxc0mf-408d9069-e385-4dfb-a308-7b5572d364df/AKM206_2017_HERO.jpg
